"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"Regional School District 18","","2007-2008","Male","Student Enrollment","Number","795"
"Regional School District 18","","2008-2009","Female","Student Enrollment","Number","726"
"Regional School District 18","","2008-2009","Male","Student Enrollment","Number","744"
"Regional School District 18","","2009-2010","Female","Student Enrollment","Number","736"
"Regional School District 18","","2009-2010","Male","Student Enrollment","Number","754"
"Regional School District 18","","2010-2011","Female","Student Enrollment","Number","745"
"Regional School District 18","","2010-2011","Male","Student Enrollment","Number","754"
"Regional School District 18","","2011-2012","Female","Student Enrollment","Number","707"
"Regional School District 18","","2011-2012","Male","Student Enrollment","Number","749"
"Regional School District 18","","2012-2013","Female","Student Enrollment","Number","714"
"Regional School District 18","","2012-2013","Male","Student Enrollment","Number","736"
"Regional School District 18","","2013-2014","Female","Student Enrollment","Number","690"
"Regional School District 18","","2013-2014","Male","Student Enrollment","Number","721"
"Regional School District 18","","2014-2015","Female","Student Enrollment","Number","668"
"Regional School District 18","","2014-2015","Male","Student Enrollment","Number","686"
"Regional School District 18","","2015-2016","Female","Student Enrollment","Number","667"
"Regional School District 18","","2015-2016","Male","Student Enrollment","Number","672"
"Regional School District 18","","2016-2017","Female","Student Enrollment","Number","657"
"Regional School District 18","","2016-2017","Male","Student Enrollment","Number","651"
"Regional School District 19","","2007-2008","Female","Student Enrollment","Number","623"
"Regional School District 19","","2007-2008","Male","Student Enrollment","Number","568"
"Regional School District 19","","2008-2009","Female","Student Enrollment","Number","597"
"Regional School District 19","","2008-2009","Male","Student Enrollment","Number","584"
"Regional School District 19","","2009-2010","Female","Student Enrollment","Number","612"
"Regional School District 19","","2009-2010","Male","Student Enrollment","Number","589"
"Regional School District 19","","2010-2011","Female","Student Enrollment","Number","609"
"Regional School District 19","","2010-2011","Male","Student Enrollment","Number","588"
"Regional School District 19","","2011-2012","Female","Student Enrollment","Number","615"
"Regional School District 19","","2011-2012","Male","Student Enrollment","Number","623"
"Regional School District 19","","2012-2013","Female","Student Enrollment","Number","630"
"Regional School District 19","","2012-2013","Male","Student Enrollment","Number","605"
"Regional School District 19","","2013-2014","Female","Student Enrollment","Number","611"
"Regional School District 19","","2013-2014","Male","Student Enrollment","Number","594"
"Regional School District 19","","2014-2015","Female","Student Enrollment","Number","624"
"Regional School District 19","","2014-2015","Male","Student Enrollment","Number","580"
"Regional School District 19","","2015-2016","Female","Student Enrollment","Number","644"
"Regional School District 19","","2015-2016","Male","Student Enrollment","Number","569"
"Regional School District 19","","2016-2017","Female","Student Enrollment","Number","625"
"Regional School District 19","","2016-2017","Male","Student Enrollment","Number","579"
"Ridgefield School District","900163970","2007-2008","Female","Student Enrollment","Number","2694"
"Ridgefield School District","900163970","2007-2008","Male","Student Enrollment","Number","2866"
"Ridgefield School District","900163970","2008-2009","Female","Student Enrollment","Number","2687"
"Ridgefield School District","900163970","2008-2009","Male","Student Enrollment","Number","2864"
"Ridgefield School District","900163970","2009-2010","Female","Student Enrollment","Number","2621"
"Ridgefield School District","900163970","2009-2010","Male","Student Enrollment","Number","2835"
"Ridgefield School District","900163970","2010-2011","Female","Student Enrollment","Number","2622"
"Ridgefield School District","900163970","2010-2011","Male","Student Enrollment","Number","2815"
"Ridgefield School District","900163970","2011-2012","Female","Student Enrollment","Number","2597"
"Ridgefield School District","900163970","2011-2012","Male","Student Enrollment","Number","2782"
"Ridgefield School District","900163970","2012-2013","Female","Student Enrollment","Number","2565"
"Ridgefield School District","900163970","2012-2013","Male","Student Enrollment","Number","2731"
"Ridgefield School District","900163970","2013-2014","Female","Student Enrollment","Number","2581"
"Ridgefield School District","900163970","2013-2014","Male","Student Enrollment","Number","2712"
"Ridgefield School District","900163970","2014-2015","Female","Student Enrollment","Number","2547"
"Ridgefield School District","900163970","2014-2015","Male","Student Enrollment","Number","2631"
"Ridgefield School District","900163970","2015-2016","Female","Student Enrollment","Number","2494"
"Ridgefield School District","900163970","2015-2016","Male","Student Enrollment","Number","2558"
"Ridgefield School District","900163970","2016-2017","Female","Student Enrollment","Number","2467"
"Ridgefield School District","900163970","2016-2017","Male","Student Enrollment","Number","2517"
"Rocky Hill School District","900365370","2007-2008","Female","Student Enrollment","Number","1272"
"Rocky Hill School District","900365370","2007-2008","Male","Student Enrollment","Number","1350"
"Rocky Hill School District","900365370","2008-2009","Female","Student Enrollment","Number","1296"
"Rocky Hill School District","900365370","2008-2009","Male","Student Enrollment","Number","1329"
"Rocky Hill School District","900365370","2009-2010","Female","Student Enrollment","Number","1316"
"Rocky Hill School District","900365370","2009-2010","Male","Student Enrollment","Number","1333"
"Rocky Hill School District","900365370","2010-2011","Female","Student Enrollment","Number","1279"
"Rocky Hill School District","900365370","2010-2011","Male","Student Enrollment","Number","1314"
"Rocky Hill School District","900365370","2011-2012","Female","Student Enrollment","Number","1257"
"Rocky Hill School District","900365370","2011-2012","Male","Student Enrollment","Number","1282"
"Rocky Hill School District","900365370","2012-2013","Female","Student Enrollment","Number","1243"
"Rocky Hill School District","900365370","2012-2013","Male","Student Enrollment","Number","1227"
"Rocky Hill School District","900365370","2013-2014","Female","Student Enrollment","Number","1215"
"Rocky Hill School District","900365370","2013-2014","Male","Student Enrollment","Number","1210"
"Rocky Hill School District","900365370","2014-2015","Female","Student Enrollment","Number","1232"
"Rocky Hill School District","900365370","2014-2015","Male","Student Enrollment","Number","1255"
"Rocky Hill School District","900365370","2015-2016","Female","Student Enrollment","Number","1297"
"Rocky Hill School District","900365370","2015-2016","Male","Student Enrollment","Number","1313"
"Rocky Hill School District","900365370","2016-2017","Female","Student Enrollment","Number","1310"
"Rocky Hill School District","900365370","2016-2017","Male","Student Enrollment","Number","1311"
"Salem School District","","2007-2008","Female","Student Enrollment","Number","249"
"Salem School District","","2007-2008","Male","Student Enrollment","Number","257"
"Salem School District","","2008-2009","Female","Student Enrollment","Number","253"
"Salem School District","","2008-2009","Male","Student Enrollment","Number","270"
"Salem School District","","2009-2010","Female","Student Enrollment","Number","237"
"Salem School District","","2009-2010","Male","Student Enrollment","Number","257"
"Salem School District","","2010-2011","Female","Student Enrollment","Number","223"
"Salem School District","","2010-2011","Male","Student Enrollment","Number","240"
"Salem School District","","2011-2012","Female","Student Enrollment","Number","213"
"Salem School District","","2011-2012","Male","Student Enrollment","Number","232"
"Salem School District","","2012-2013","Female","Student Enrollment","Number","202"
"Salem School District","","2012-2013","Male","Student Enrollment","Number","226"
"Salem School District","","2013-2014","Female","Student Enrollment","Number","208"
"Salem School District","","2013-2014","Male","Student Enrollment","Number","227"
"Salem School District","","2014-2015","Female","Student Enrollment","Number","184"
"Salem School District","","2014-2015","Male","Student Enrollment","Number","215"
"Salem School District","","2015-2016","Female","Student Enrollment","Number","178"
"Salem School District","","2015-2016","Male","Student Enrollment","Number","206"
"Salem School District","","2016-2017","Female","Student Enrollment","Number","206"
"Salem School District","","2016-2017","Male","Student Enrollment","Number","203"
"Salisbury School District","","2007-2008","Female","Student Enrollment","Number","144"
"Salisbury School District","","2007-2008","Male","Student Enrollment","Number","163"
"Salisbury School District","","2008-2009","Female","Student Enrollment","Number","153"
"Salisbury School District","","2008-2009","Male","Student Enrollment","Number","166"
"Salisbury School District","","2009-2010","Female","Student Enrollment","Number","156"
"Salisbury School District","","2009-2010","Male","Student Enrollment","Number","155"
"Salisbury School District","","2010-2011","Female","Student Enrollment","Number","152"
"Salisbury School District","","2010-2011","Male","Student Enrollment","Number","158"
"Salisbury School District","","2011-2012","Female","Student Enrollment","Number","157"
"Salisbury School District","","2011-2012","Male","Student Enrollment","Number","154"
"Salisbury School District","","2012-2013","Female","Student Enrollment","Number","150"
"Salisbury School District","","2012-2013","Male","Student Enrollment","Number","160"
"Salisbury School District","","2013-2014","Female","Student Enrollment","Number","141"
"Salisbury School District","","2013-2014","Male","Student Enrollment","Number","139"
"Salisbury School District","","2014-2015","Female","Student Enrollment","Number","133"
"Salisbury School District","","2014-2015","Male","Student Enrollment","Number","140"
"Salisbury School District","","2015-2016","Female","Student Enrollment","Number","144"
"Salisbury School District","","2015-2016","Male","Student Enrollment","Number","130"
"Salisbury School District","","2016-2017","Female","Student Enrollment","Number","143"
"Salisbury School District","","2016-2017","Male","Student Enrollment","Number","137"
"Scotland School District","","2007-2008","Female","Student Enrollment","Number","92"
"Scotland School District","","2007-2008","Male","Student Enrollment","Number","98"
"Scotland School District","","2008-2009","Female","Student Enrollment","Number","96"
"Scotland School District","","2008-2009","Male","Student Enrollment","Number","94"
"Scotland School District","","2009-2010","Female","Student Enrollment","Number","78"
"Scotland School District","","2009-2010","Male","Student Enrollment","Number","83"
"Scotland School District","","2010-2011","Female","Student Enrollment","Number","81"
"Scotland School District","","2010-2011","Male","Student Enrollment","Number","62"
"Scotland School District","","2011-2012","Female","Student Enrollment","Number","73"
"Scotland School District","","2011-2012","Male","Student Enrollment","Number","59"
"Scotland School District","","2012-2013","Female","Student Enrollment","Number","71"
"Scotland School District","","2012-2013","Male","Student Enrollment","Number","56"
"Scotland School District","","2013-2014","Female","Student Enrollment","Number","72"
"Scotland School District","","2013-2014","Male","Student Enrollment","Number","61"
"Scotland School District","","2014-2015","Female","Student Enrollment","Number","71"
"Scotland School District","","2014-2015","Male","Student Enrollment","Number","58"
"Scotland School District","","2015-2016","Female","Student Enrollment","Number","70"
"Scotland School District","","2015-2016","Male","Student Enrollment","Number","49"
"Scotland School District","","2016-2017","Female","Student Enrollment","Number","68"
"Scotland School District","","2016-2017","Male","Student Enrollment","Number","48"
"Seymour School District","900967610","2007-2008","Female","Student Enrollment","Number","1312"
"Seymour School District","900967610","2007-2008","Male","Student Enrollment","Number","1307"
"Seymour School District","900967610","2008-2009","Female","Student Enrollment","Number","1269"
"Seymour School District","900967610","2008-2009","Male","Student Enrollment","Number","1313"
"Seymour School District","900967610","2009-2010","Female","Student Enrollment","Number","1206"
"Seymour School District","900967610","2009-2010","Male","Student Enrollment","Number","1236"
"Seymour School District","900967610","2010-2011","Female","Student Enrollment","Number","1174"
"Seymour School District","900967610","2010-2011","Male","Student Enrollment","Number","1250"
"Seymour School District","900967610","2011-2012","Female","Student Enrollment","Number","1138"
"Seymour School District","900967610","2011-2012","Male","Student Enrollment","Number","1172"
"Seymour School District","900967610","2012-2013","Female","Student Enrollment","Number","1122"
"Seymour School District","900967610","2012-2013","Male","Student Enrollment","Number","1172"
"Seymour School District","900967610","2013-2014","Female","Student Enrollment","Number","1122"
"Seymour School District","900967610","2013-2014","Male","Student Enrollment","Number","1184"
"Seymour School District","900967610","2014-2015","Female","Student Enrollment","Number","1118"
"Seymour School District","900967610","2014-2015","Male","Student Enrollment","Number","1168"
"Seymour School District","900967610","2015-2016","Female","Student Enrollment","Number","1094"
"Seymour School District","900967610","2015-2016","Male","Student Enrollment","Number","1121"
"Seymour School District","900967610","2016-2017","Female","Student Enrollment","Number","1058"
"Seymour School District","900967610","2016-2017","Male","Student Enrollment","Number","1100"
"Sharon School District","","2007-2008","Female","Student Enrollment","Number","106"
"Sharon School District","","2007-2008","Male","Student Enrollment","Number","113"
"Sharon School District","","2008-2009","Female","Student Enrollment","Number","100"
"Sharon School District","","2008-2009","Male","Student Enrollment","Number","96"
"Sharon School District","","2009-2010","Female","Student Enrollment","Number","103"
"Sharon School District","","2009-2010","Male","Student Enrollment","Number","102"
"Sharon School District","","2010-2011","Female","Student Enrollment","Number","102"
"Sharon School District","","2010-2011","Male","Student Enrollment","Number","95"
"Sharon School District","","2011-2012","Female","Student Enrollment","Number","90"
"Sharon School District","","2011-2012","Male","Student Enrollment","Number","101"
"Sharon School District","","2012-2013","Female","Student Enrollment","Number","92"
"Sharon School District","","2012-2013","Male","Student Enrollment","Number","96"
"Sharon School District","","2013-2014","Female","Student Enrollment","Number","83"
"Sharon School District","","2013-2014","Male","Student Enrollment","Number","94"
"Sharon School District","","2014-2015","Female","Student Enrollment","Number","90"
"Sharon School District","","2014-2015","Male","Student Enrollment","Number","87"
"Sharon School District","","2015-2016","Female","Student Enrollment","Number","79"
"Sharon School District","","2015-2016","Male","Student Enrollment","Number","81"
"Sharon School District","","2016-2017","Female","Student Enrollment","Number","79"
"Sharon School District","","2016-2017","Male","Student Enrollment","Number","71"
"Shelton School District","900168170","2007-2008","Female","Student Enrollment","Number","2729"
"Shelton School District","900168170","2007-2008","Male","Student Enrollment","Number","2941"
"Shelton School District","900168170","2008-2009","Female","Student Enrollment","Number","2695"
"Shelton School District","900168170","2008-2009","Male","Student Enrollment","Number","2875"
"Shelton School District","900168170","2009-2010","Female","Student Enrollment","Number","2685"
"Shelton School District","900168170","2009-2010","Male","Student Enrollment","Number","2795"
"Shelton School District","900168170","2010-2011","Female","Student Enrollment","Number","2589"
"Shelton School District","900168170","2010-2011","Male","Student Enrollment","Number","2716"
"Shelton School District","900168170","2011-2012","Female","Student Enrollment","Number","2555"
"Shelton School District","900168170","2011-2012","Male","Student Enrollment","Number","2690"
"Shelton School District","900168170","2012-2013","Female","Student Enrollment","Number","2520"
"Shelton School District","900168170","2012-2013","Male","Student Enrollment","Number","2610"
"Shelton School District","900168170","2013-2014","Female","Student Enrollment","Number","2430"
"Shelton School District","900168170","2013-2014","Male","Student Enrollment","Number","2552"
"Shelton School District","900168170","2014-2015","Female","Student Enrollment","Number","2424"
"Shelton School District","900168170","2014-2015","Male","Student Enrollment","Number","2523"
"Shelton School District","900168170","2015-2016","Female","Student Enrollment","Number","2382"
"Shelton School District","900168170","2015-2016","Male","Student Enrollment","Number","2543"
"Shelton School District","900168170","2016-2017","Female","Student Enrollment","Number","2306"
"Shelton School District","900168170","2016-2017","Male","Student Enrollment","Number","2509"
"Sherman School District","","2007-2008","Female","Student Enrollment","Number","226"
"Sherman School District","","2007-2008","Male","Student Enrollment","Number","233"
"Sherman School District","","2008-2009","Female","Student Enrollment","Number","224"
"Sherman School District","","2008-2009","Male","Student Enrollment","Number","236"
"Sherman School District","","2009-2010","Female","Student Enrollment","Number","216"
"Sherman School District","","2009-2010","Male","Student Enrollment","Number","230"
"Sherman School District","","2010-2011","Female","Student Enrollment","Number","198"
"Sherman School District","","2010-2011","Male","Student Enrollment","Number","211"
"Sherman School District","","2011-2012","Female","Student Enrollment","Number","191"
"Sherman School District","","2011-2012","Male","Student Enrollment","Number","207"
"Sherman School District","","2012-2013","Female","Student Enrollment","Number","182"
"Sherman School District","","2012-2013","Male","Student Enrollment","Number","202"
"Sherman School District","","2013-2014","Female","Student Enrollment","Number","180"
"Sherman School District","","2013-2014","Male","Student Enrollment","Number","193"
"Sherman School District","","2014-2015","Female","Student Enrollment","Number","180"
"Sherman School District","","2014-2015","Male","Student Enrollment","Number","169"
"Sherman School District","","2015-2016","Female","Student Enrollment","Number","164"
"Sherman School District","","2015-2016","Male","Student Enrollment","Number","173"
"Sherman School District","","2016-2017","Female","Student Enrollment","Number","153"
"Sherman School District","","2016-2017","Male","Student Enrollment","Number","162"
"Side By Side Charter School District","","2007-2008","Female","Student Enrollment","Number","112"
"Side By Side Charter School District","","2007-2008","Male","Student Enrollment","Number","118"
"Side By Side Charter School District","","2008-2009","Female","Student Enrollment","Number","112"
"Side By Side Charter School District","","2008-2009","Male","Student Enrollment","Number","117"
"Side By Side Charter School District","","2009-2010","Female","Student Enrollment","Number","115"
"Side By Side Charter School District","","2009-2010","Male","Student Enrollment","Number","117"
"Side By Side Charter School District","","2010-2011","Female","Student Enrollment","Number","110"
"Side By Side Charter School District","","2010-2011","Male","Student Enrollment","Number","123"
"Side By Side Charter School District","","2011-2012","Female","Student Enrollment","Number","110"
"Side By Side Charter School District","","2011-2012","Male","Student Enrollment","Number","122"
"Side By Side Charter School District","","2012-2013","Female","Student Enrollment","Number","115"
"Side By Side Charter School District","","2012-2013","Male","Student Enrollment","Number","118"
"Side By Side Charter School District","","2013-2014","Female","Student Enrollment","Number","113"
"Side By Side Charter School District","","2013-2014","Male","Student Enrollment","Number","122"
"Side By Side Charter School District","","2014-2015","Female","Student Enrollment","Number","117"
"Side By Side Charter School District","","2014-2015","Male","Student Enrollment","Number","118"
"Side By Side Charter School District","","2015-2016","Female","Student Enrollment","Number","118"
"Side By Side Charter School District","","2015-2016","Male","Student Enrollment","Number","118"
"Side By Side Charter School District","","2016-2017","Female","Student Enrollment","Number","126"
"Side By Side Charter School District","","2016-2017","Male","Student Enrollment","Number","110"
"Simsbury School District","900368940","2007-2008","Female","Student Enrollment","Number","2335"
"Simsbury School District","900368940","2007-2008","Male","Student Enrollment","Number","2638"
"Simsbury School District","900368940","2008-2009","Female","Student Enrollment","Number","2335"
"Simsbury School District","900368940","2008-2009","Male","Student Enrollment","Number","2615"
"Simsbury School District","900368940","2009-2010","Female","Student Enrollment","Number","2294"
"Simsbury School District","900368940","2009-2010","Male","Student Enrollment","Number","2592"
"Simsbury School District","900368940","2010-2011","Female","Student Enrollment","Number","2264"
"Simsbury School District","900368940","2010-2011","Male","Student Enrollment","Number","2517"
"Simsbury School District","900368940","2011-2012","Female","Student Enrollment","Number","2219"
"Simsbury School District","900368940","2011-2012","Male","Student Enrollment","Number","2471"
"Simsbury School District","900368940","2012-2013","Female","Student Enrollment","Number","2178"
"Simsbury School District","900368940","2012-2013","Male","Student Enrollment","Number","2375"
"Simsbury School District","900368940","2013-2014","Female","Student Enrollment","Number","2100"
"Simsbury School District","900368940","2013-2014","Male","Student Enrollment","Number","2277"
"Simsbury School District","900368940","2014-2015","Female","Student Enrollment","Number","2072"
"Simsbury School District","900368940","2014-2015","Male","Student Enrollment","Number","2235"
"Simsbury School District","900368940","2015-2016","Female","Student Enrollment","Number","2023"
"Simsbury School District","900368940","2015-2016","Male","Student Enrollment","Number","2167"
"Simsbury School District","900368940","2016-2017","Female","Student Enrollment","Number","2003"
"Simsbury School District","900368940","2016-2017","Male","Student Enrollment","Number","2158"
"Somers School District","901369220","2007-2008","Female","Student Enrollment","Number","837"
"Somers School District","901369220","2007-2008","Male","Student Enrollment","Number","897"
"Somers School District","901369220","2008-2009","Female","Student Enrollment","Number","835"
"Somers School District","901369220","2008-2009","Male","Student Enrollment","Number","894"
"Somers School District","901369220","2009-2010","Female","Student Enrollment","Number","798"
"Somers School District","901369220","2009-2010","Male","Student Enrollment","Number","862"
"Somers School District","901369220","2010-2011","Female","Student Enrollment","Number","788"
"Somers School District","901369220","2010-2011","Male","Student Enrollment","Number","852"
"Somers School District","901369220","2011-2012","Female","Student Enrollment","Number","799"
"Somers School District","901369220","2011-2012","Male","Student Enrollment","Number","823"
"Somers School District","901369220","2012-2013","Female","Student Enrollment","Number","775"
"Somers School District","901369220","2012-2013","Male","Student Enrollment","Number","811"
"Somers School District","901369220","2013-2014","Female","Student Enrollment","Number","747"
"Somers School District","901369220","2013-2014","Male","Student Enrollment","Number","768"
"Somers School District","901369220","2014-2015","Female","Student Enrollment","Number","727"
"Somers School District","901369220","2014-2015","Male","Student Enrollment","Number","753"
"Somers School District","901369220","2015-2016","Female","Student Enrollment","Number","695"
"Somers School District","901369220","2015-2016","Male","Student Enrollment","Number","740"
"Somers School District","901369220","2016-2017","Female","Student Enrollment","Number","700"
"Somers School District","901369220","2016-2017","Male","Student Enrollment","Number","731"
"Southington School District","900370550","2007-2008","Female","Student Enrollment","Number","3398"
"Southington School District","900370550","2007-2008","Male","Student Enrollment","Number","3549"
"Southington School District","900370550","2008-2009","Female","Student Enrollment","Number","3373"
"Southington School District","900370550","2008-2009","Male","Student Enrollment","Number","3493"
"Southington School District","900370550","2009-2010","Female","Student Enrollment","Number","3352"
"Southington School District","900370550","2009-2010","Male","Student Enrollment","Number","3487"
"Southington School District","900370550","2010-2011","Female","Student Enrollment","Number","3351"
"Southington School District","900370550","2010-2011","Male","Student Enrollment","Number","3481"
"Southington School District","900370550","2011-2012","Female","Student Enrollment","Number","3311"
"Southington School District","900370550","2011-2012","Male","Student Enrollment","Number","3434"
"Southington School District","900370550","2012-2013","Female","Student Enrollment","Number","3306"
"Southington School District","900370550","2012-2013","Male","Student Enrollment","Number","3434"
"Southington School District","900370550","2013-2014","Female","Student Enrollment","Number","3314"
"Southington School District","900370550","2013-2014","Male","Student Enrollment","Number","3390"
"Southington School District","900370550","2014-2015","Female","Student Enrollment","Number","3252"
"Southington School District","900370550","2014-2015","Male","Student Enrollment","Number","3374"
"Southington School District","900370550","2015-2016","Female","Student Enrollment","Number","3230"
"Southington School District","900370550","2015-2016","Male","Student Enrollment","Number","3353"
"Southington School District","900370550","2016-2017","Female","Student Enrollment","Number","3239"
"Southington School District","900370550","2016-2017","Male","Student Enrollment","Number","3343"
"South Windsor School District","900371390","2007-2008","Female","Student Enrollment","Number","2367"
"South Windsor School District","900371390","2007-2008","Male","Student Enrollment","Number","2605"
"South Windsor School District","900371390","2008-2009","Female","Student Enrollment","Number","2323"
"South Windsor School District","900371390","2008-2009","Male","Student Enrollment","Number","2516"
"South Windsor School District","900371390","2009-2010","Female","Student Enrollment","Number","2225"
"South Windsor School District","900371390","2009-2010","Male","Student Enrollment","Number","2471"
"South Windsor School District","900371390","2010-2011","Female","Student Enrollment","Number","2173"
"South Windsor School District","900371390","2010-2011","Male","Student Enrollment","Number","2426"
"South Windsor School District","900371390","2011-2012","Female","Student Enrollment","Number","2075"
"South Windsor School District","900371390","2011-2012","Male","Student Enrollment","Number","2320"
"South Windsor School District","900371390","2012-2013","Female","Student Enrollment","Number","2060"
"South Windsor School District","900371390","2012-2013","Male","Student Enrollment","Number","2261"
"South Windsor School District","900371390","2013-2014","Female","Student Enrollment","Number","2069"
"South Windsor School District","900371390","2013-2014","Male","Student Enrollment","Number","2218"
"South Windsor School District","900371390","2014-2015","Female","Student Enrollment","Number","2039"
"South Windsor School District","900371390","2014-2015","Male","Student Enrollment","Number","2177"
"South Windsor School District","900371390","2015-2016","Female","Student Enrollment","Number","2033"
"South Windsor School District","900371390","2015-2016","Male","Student Enrollment","Number","2123"
"South Windsor School District","900371390","2016-2017","Female","Student Enrollment","Number","2038"
"South Windsor School District","900371390","2016-2017","Male","Student Enrollment","Number","2150"
"Sprague School District","","2007-2008","Female","Student Enrollment","Number","182"
"Sprague School District","","2007-2008","Male","Student Enrollment","Number","174"
"Sprague School District","","2008-2009","Female","Student Enrollment","Number","174"
"Sprague School District","","2008-2009","Male","Student Enrollment","Number","181"
"Sprague School District","","2009-2010","Female","Student Enrollment","Number","165"
"Sprague School District","","2009-2010","Male","Student Enrollment","Number","187"
"Sprague School District","","2010-2011","Female","Student Enrollment","Number","177"
"Sprague School District","","2010-2011","Male","Student Enrollment","Number","196"
"Sprague School District","","2011-2012","Female","Student Enrollment","Number","183"
"Sprague School District","","2011-2012","Male","Student Enrollment","Number","197"
"Sprague School District","","2012-2013","Female","Student Enrollment","Number","167"
"Sprague School District","","2012-2013","Male","Student Enrollment","Number","206"
"Sprague School District","","2013-2014","Female","Student Enrollment","Number","173"
"Sprague School District","","2013-2014","Male","Student Enrollment","Number","192"
"Sprague School District","","2014-2015","Female","Student Enrollment","Number","161"
"Sprague School District","","2014-2015","Male","Student Enrollment","Number","205"
"Sprague School District","","2015-2016","Female","Student Enrollment","Number","158"
"Sprague School District","","2015-2016","Male","Student Enrollment","Number","204"
"Sprague School District","","2016-2017","Female","Student Enrollment","Number","150"
"Sprague School District","","2016-2017","Male","Student Enrollment","Number","189"
"Stafford School District","901372090","2007-2008","Female","Student Enrollment","Number","941"
"Stafford School District","901372090","2007-2008","Male","Student Enrollment","Number","976"
"Stafford School District","901372090","2008-2009","Female","Student Enrollment","Number","947"
"Stafford School District","901372090","2008-2009","Male","Student Enrollment","Number","971"
"Stafford School District","901372090","2009-2010","Female","Student Enrollment","Number","913"
"Stafford School District","901372090","2009-2010","Male","Student Enrollment","Number","941"
"Stafford School District","901372090","2010-2011","Female","Student Enrollment","Number","939"
"Stafford School District","901372090","2010-2011","Male","Student Enrollment","Number","926"
"Stafford School District","901372090","2011-2012","Female","Student Enrollment","Number","919"
"Stafford School District","901372090","2011-2012","Male","Student Enrollment","Number","911"
"Stafford School District","901372090","2012-2013","Female","Student Enrollment","Number","868"
"Stafford School District","901372090","2012-2013","Male","Student Enrollment","Number","859"
"Stafford School District","901372090","2013-2014","Female","Student Enrollment","Number","815"
"Stafford School District","901372090","2013-2014","Male","Student Enrollment","Number","819"
"Stafford School District","901372090","2014-2015","Female","Student Enrollment","Number","788"
"Stafford School District","901372090","2014-2015","Male","Student Enrollment","Number","798"
"Stafford School District","901372090","2015-2016","Female","Student Enrollment","Number","755"
"Stafford School District","901372090","2015-2016","Male","Student Enrollment","Number","789"
"Stafford School District","901372090","2016-2017","Female","Student Enrollment","Number","747"
"Stafford School District","901372090","2016-2017","Male","Student Enrollment","Number","779"
"Stamford Academy District","","2007-2008","Female","Student Enrollment","Number","54"
"Stamford Academy District","","2007-2008","Male","Student Enrollment","Number","77"
"Stamford Academy District","","2008-2009","Female","Student Enrollment","Number","49"
"Stamford Academy District","","2008-2009","Male","Student Enrollment","Number","82"
"Stamford Academy District","","2009-2010","Female","Student Enrollment","Number","59"
"Stamford Academy District","","2009-2010","Male","Student Enrollment","Number","72"
"Stamford Academy District","","2010-2011","Female","Student Enrollment","Number","54"
"Stamford Academy District","","2010-2011","Male","Student Enrollment","Number","83"
"Stamford Academy District","","2011-2012","Female","Student Enrollment","Number","48"
"Stamford Academy District","","2011-2012","Male","Student Enrollment","Number","90"
"Stamford Academy District","","2012-2013","Female","Student Enrollment","Number","54"
"Stamford Academy District","","2012-2013","Male","Student Enrollment","Number","84"
"Stamford Academy District","","2013-2014","Female","Student Enrollment","Number","67"
"Stamford Academy District","","2013-2014","Male","Student Enrollment","Number","80"
"Stamford Academy District","","2014-2015","Female","Student Enrollment","Number","60"
"Stamford Academy District","","2014-2015","Male","Student Enrollment","Number","81"
"Stamford Academy District","","2015-2016","Female","Student Enrollment","Number","69"
"Stamford Academy District","","2015-2016","Male","Student Enrollment","Number","81"
"Stamford Academy District","","2016-2017","Female","Student Enrollment","Number","64"
"Stamford Academy District","","2016-2017","Male","Student Enrollment","Number","84"
"Stamford Charter School for Excellence District","","2007-2008","Female","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2007-2008","Male","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2008-2009","Female","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2008-2009","Male","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2009-2010","Female","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2009-2010","Male","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2010-2011","Female","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2010-2011","Male","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Female","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Male","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Female","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Male","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Female","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Male","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Female","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Male","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Female","Student Enrollment","Number","74"
"Stamford Charter School for Excellence District","","2015-2016","Male","Student Enrollment","Number","90"
"Stamford Charter School for Excellence District","","2016-2017","Female","Student Enrollment","Number","110"
"Stamford Charter School for Excellence District","","2016-2017","Male","Student Enrollment","Number","107"
"Stamford School District","900173070","2007-2008","Female","Student Enrollment","Number","7158"
"Stamford School District","900173070","2007-2008","Male","Student Enrollment","Number","7824"
